id,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,localidad,latitud,longitud
6235479,724 ASISTENCIA MEDICA INMEDIATA,CHRISTUS MUGUERZA SISTEMAS HOSPITALARIOS SA DE CV,622111,Hospitales generales del sector privado,101 a 250 personas,Monterrey                                                                                                     ,25.67211129,-100.3427791
2971414,ADMINISTRACION OFICINA,SAINAR MEDICA SC,622111,Hospitales generales del sector privado,101 a 250 personas,Monterrey                                                                                                     ,25.67501644,-100.3350395
2939356,ADULTO MAYOR,MUNICIPIO DE BUSTAMANTE NL ,624122,Centros del sector público dedicados a la atención y cuidado diurno de ancianos y discapacitados,0 a 5 personas,Bustamante                                                                                                    ,26.53465892,-100.5015831
6446652,ALFA JMG MEDICAL CENTER,ALFA JMG MEDICAL CENTER SA DE CV,622311,Hospitales del sector privado de otras especialidades médicas,0 a 5 personas,Ciudad Santa Catarina                                                                                         ,25.67885349,-100.4390855
6446792,ALFA MEDICAL CENTER,ALFA JMG MEDICAL CENTER SA DE CV,622111,Hospitales generales del sector privado,0 a 5 personas,Ciudad Benito Juárez                                                                                          ,25.64884139,-100.1002341
6806082,ALFA MEDICAL CENTER,ALFA JMG MEDICAL CENTER SA DE CV,622111,Hospitales generales del sector privado,31 a 50 personas,Monterrey                                                                                                     ,25.7173802,-100.3549239
6447312,ALFA MEDICAL CENTER,ALFA JMG MEDICAL CENTER SA DE CV,622111,Hospitales generales del sector privado,6 a 10 personas,Monterrey                                                                                                     ,25.75866396,-100.3685786
6806080,ALFA MEDICAL CENTER,ALFA JMG MEDICAL CENTER SA DE CV,622111,Hospitales generales del sector privado,0 a 5 personas,Monterrey                                                                                                     ,25.73516897,-100.3493326
8812681,ALFA MEDICAL CENTER. CONSULTAS,ALFA JMG MEDICAL CENTER SA DE CV,622111,Hospitales generales del sector privado,31 a 50 personas,Guadalupe                                                                                                     ,25.67865914,-100.2618528
9283140,ALMACEN DE HOSPITAL SAN JORGE,HOSPITAL SAN JORGE ,622311,Hospitales del sector privado de otras especialidades médicas,11 a 30 personas,Monterrey                                                                                                     ,25.6781958,-100.3243897
3024719,AR SALUD INTEGRAL,MEDICA GLOBAL ARSAIN SA DE CV,622111,Hospitales generales del sector privado,6 a 10 personas,Monterrey                                                                                                     ,25.68166013,-100.34508
2916284,ASILO ANCIANOS LUIS ELIZONDO AC,CASA DE RETIRO LUIS ELIZONDO SC,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,31 a 50 personas,Guadalupe                                                                                                     ,25.66621937,-100.2617744
7334761,ASILO CASA DE RETIRO LOS NOGALES,,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,11 a 30 personas,San Nicolás de los Garza                                                                                      ,25.74475665,-100.311112
2931185,ASILO CASA HOGAR AMOR,AMOR Y HOGAR AL ADULTO MAYOR DE NL AC,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,0 a 5 personas,Monterrey                                                                                                     ,25.69612023,-100.3501355
8498598,ASILO DE ANCIANOS,SERVICIOS HUMANOS PARA LA SALUD INTEGRAL DE LA TERCERA EDAD AC,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,6 a 10 personas,Monterrey                                                                                                     ,25.67841759,-100.344363
6725299,ASILO DE ANCIANOS AMIGO,AMIGOS CENTRO DE ATENCION INTEGRAL PARA EL ADULTO MAYOR AC,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,6 a 10 personas,Monterrey                                                                                                     ,25.68790723,-100.3684691
7541086,ASILO DE ANCIANOS JERUSAN HOGAR DE PAZ,FUNDACION CHAVEZ RAMOS AC,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,6 a 10 personas,San Nicolás de los Garza                                                                                      ,25.74189822,-100.2886171
8524442,ASILO DE ANCIANOS SAN ANTONIO,,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,0 a 5 personas,Guadalupe                                                                                                     ,25.67203299,-100.220904
6225804,ASILO LOS ANGELES,CASA DE REPOSO LOS ÁNGELES ,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,6 a 10 personas,Monterrey                                                                                                     ,25.68205309,-100.3095812
3044601,ASILO MORADA DE JESUS,,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,11 a 30 personas,Montemorelos                                                                                                  ,25.18097761,-99.85131523
6446453,ASILO RESIDENCIAL  SAN GABRIEL,RESIDENCIAL SAN GABRIEL AC,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,6 a 10 personas,Monterrey                                                                                                     ,25.63185249,-100.2772585
2974036,ASILO SAN CESAREO,,624121,Centros del sector privado dedicados a la atención y cuidado diurno de ancianos y discapacitados,0 a 5 personas,Monterrey                                                                                                     ,25.67272126,-100.3055515
7744871,ASILO VOLVERA NACER,,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,6 a 10 personas,Guadalupe                                                                                                     ,25.65909379,-100.2361319
6370189,ASILOS DE ANCIANOS MONTERREY,EJERCITO DE SALVACION AC,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,0 a 5 personas,Monterrey                                                                                                     ,25.69037565,-100.3018836
3025498,ASILOS Y OTRAS RESIDENCIAS PRIVADAS PARA EL CUIDADO DE ANCIANOS,SANTA MARIA CASA DE ATENCION PARA EL ADULTO MAYOR ,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,6 a 10 personas,Monterrey                                                                                                     ,25.67741274,-100.3413884
7318486,ASOCIACION SUPERACION POR TI,ASOCIACION SUPERACIONPORTI AC,624121,Centros del sector privado dedicados a la atención y cuidado diurno de ancianos y discapacitados,0 a 5 personas,Hidalgo                                                                                                       ,25.97448187,-100.4461828
3020291,ASOCIACION Y MORADA DEL ANCIANO DESVALIDO ABP,ASOCIACIÓN Y MORADA DEL ANCIANO DESVALIDO ABP ,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,11 a 30 personas,Cadereyta Jiménez                                                                                             ,25.57898214,-99.99325598
6367799,ATENCION MEDICA INMEDIATA AR MEDICA,SAINAR MEDICA SC,622111,Hospitales generales del sector privado,251 y más personas,Guadalupe                                                                                                     ,25.69962845,-100.2465171
8649223,AXA ASSISTANCE,AXA ASSISTANCE MEXICO SA DE CV,622111,Hospitales generales del sector privado,0 a 5 personas,Monterrey                                                                                                     ,25.68143046,-100.3177066
6446173,BANCO DE SANGRE DEL CENTRO QUIRURGICO NOGALAR,,622111,Hospitales generales del sector privado,0 a 5 personas,San Nicolás de los Garza                                                                                      ,25.71163749,-100.2790081
8804729,BIOCENTRO DE ATENCION MEDICO,,622111,Hospitales generales del sector privado,0 a 5 personas,García                                                                                                        ,25.7780006,-100.5881202
8410968,BLUE CARE,,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,0 a 5 personas,Monterrey                                                                                                     ,25.67712999,-100.3312529
9362463,BODEGA DE ISSSTELEON GOBIERNO DEL ESTADO,BODEGA DE ISSSTELEON GOBIERNO DEL ESTADO ,622111,Hospitales generales del sector privado,0 a 5 personas,Guadalupe                                                                                                     ,25.70340155,-100.2127396
7350095,C INTEGRAL MEDICO ESTRADA,,622111,Hospitales generales del sector privado,0 a 5 personas,Pesquería                                                                                                     ,25.78610364,-100.0515038
8712949,C M C CENTRO MEDICODE ESPECIALIDADES,CENTRO MEDICO QUIRURGICO NOGALAR SA DE CV,622111,Hospitales generales del sector privado,11 a 30 personas,Ciudad Apodaca                                                                                                ,25.78476161,-100.2421411
8695963,CARDIOLINK,CARDILINK SC,622311,Hospitales del sector privado de otras especialidades médicas,6 a 10 personas,Monterrey                                                                                                     ,25.67331102,-100.3464972
8391747,CARDIOLOGIA INTERVENCIONISTA,,622311,Hospitales del sector privado de otras especialidades médicas,0 a 5 personas,Monterrey                                                                                                     ,25.68448666,-100.3561605
8436971,CASA  DEL ADULTO MAYOR,PRESIDENCIA MUNICIPAL ,623312,Asilos y otras residencias del sector público para el cuidado de ancianos,0 a 5 personas,General Zaragoza                                                                                              ,23.97323634,-99.77278974
8634863,CASA ANDARES BIENESTAR PARA EL ADULTO MAYOR,CASA ANDARES SA DE CV,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,31 a 50 personas,Ciudad Santa Catarina                                                                                         ,25.67066946,-100.4245626
3019801,CASA CLUB,MUNICIPIO DE SAN PEDRO GARZA GARCIA ,624122,Centros del sector público dedicados a la atención y cuidado diurno de ancianos y discapacitados,6 a 10 personas,San Pedro Garza García                                                                                        ,25.66474142,-100.4106503
2957255,CASA CLUB  DIF,GOBIERNO MUNICIPAL ,624122,Centros del sector público dedicados a la atención y cuidado diurno de ancianos y discapacitados,0 a 5 personas,Ciudad Santa Catarina                                                                                         ,25.69004755,-100.420766
3014688,CASA CLUB DE LA TERCERA EDAD JOSE FERNANDEZ GALVAN,GOBIERNO MUNICIPAL DE CIENEGA DE FLORES ,624122,Centros del sector público dedicados a la atención y cuidado diurno de ancianos y discapacitados,0 a 5 personas,Ciénega de Flores                                                                                             ,25.95749493,-100.1644928
3044776,CASA CLUB DEL ADULTO MAYOR,CASA CLUB DEL ADULTO MAYOR APODACA ,624122,Centros del sector público dedicados a la atención y cuidado diurno de ancianos y discapacitados,11 a 30 personas,Ciudad Apodaca                                                                                                ,25.78338109,-100.1835105
2999514,CASA CLUB DEL ADULTO MAYOR,DIF MUNICIPAL ,624122,Centros del sector público dedicados a la atención y cuidado diurno de ancianos y discapacitados,0 a 5 personas,Ciudad de Allende                                                                                             ,25.26124156,-99.99709647
